Player,Nation,Age,Pos,Squad,Season,Min,Gls,Ast,xG,xA,npxG,xAG,G+A,Sh,SoT,G/Sh,G/SoT,PrgC,PrgP,PrgR,KP,1/3,PPA,CrsPA,Cmp%,TotDist,PrgDist,SCA,GCA,SCA90,GCA90,Tkl,TklW,Int,Blocks,Clr,Tkl+Int,Touches,Succ,Succ%,Carries,CrdY,CrdR,Fls,Fld,GA,Saves,Save%,CS,PSxG,PSxG+/-,#OPA,AvgDist,MP,Starts,90s,Mn/MP,PPM,+/-,+/-90,npxG+xAG,SoT%
Luca Lezzerini,it ITA,26,GK,Venezia,2021-2022,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,77.9,3899,2488,1,0,0.18,0.0,0.0,0,0,0,0,0,215,0,,115,2,0,0,0,9.0,30.0,76.9,0.0,9.3,0.3,3.0,13.8,6,6,5.5,83,1.17,-4,-0.73,0.0,
Ben Lhassine Kone,ci CIV,21,MF,Torino,2021-2022,81.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,1,3,0,2,2,0,0,78.4,571,121,2,0,2.22,0.0,3.0,3,1,1,1,4,41,0,,21,0,0,1,0,,,,,,,,,1,0,0.9,81,0.0,-1,-1.11,0.1,
Yanis Lhery,fr FRA,18,"FW,MF",Saint-Étienne,2021-2022,72.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,2.0,1.0,0.0,0.0,2,1,3,0,0,0,0,75.0,104,18,3,0,3.75,0.0,0.0,0,0,1,0,0,23,1,100.0,11,0,0,2,0,,,,,,,,,5,0,0.8,14,0.0,-3,-3.75,0.2,50.0
Dimitri Liénard,fr FRA,33,"DF,MF",Strasbourg,2021-2022,2044.0,2.0,3.0,1.4,4.6,1.4,3.0,5.0,23.0,3.0,0.09,0.67,44,114,166,37,86,43,29,72.1,19823,5953,70,10,3.08,0.44,71.0,43,21,26,28,92,1652,10,58.8,883,8,0,34,2,,,,,,,,,33,23,22.7,62,1.7,7,0.31,4.4,13.043478260869565
Philipp Lienhart,at AUT,25,DF,Freiburg,2021-2022,2870.0,5.0,0.0,3.3,0.7,3.3,0.7,5.0,19.0,7.0,0.26,0.71,16,101,6,4,81,5,1,84.9,32387,10782,26,1,0.82,0.03,24.0,13,50,11,158,74,2091,4,80.0,1180,2,0,15,1,,,,,,,,,32,32,31.9,90,1.59,11,0.34,4.0,36.84210526315789
Matthijs de Ligt,nl NED,21,DF,Juventus,2021-2022,2674.0,3.0,1.0,1.6,1.1,1.6,1.0,4.0,20.0,10.0,0.15,0.3,18,68,6,9,74,4,1,88.6,29785,10135,22,2,0.74,0.07,34.0,19,26,6,103,60,1967,4,66.7,1125,4,1,32,1,,,,,,,,,31,29,29.7,86,1.97,18,0.61,2.6,50.0
Isaac Lihadji,fr FRA,19,"MF,FW",Lille,2021-2022,238.0,1.0,3.0,0.9,0.5,0.9,1.2,4.0,3.0,2.0,0.33,0.5,15,13,23,13,12,7,2,68.8,1101,348,18,4,6.86,1.53,3.0,3,2,7,0,5,129,7,46.7,94,1,0,4,2,,,,,,,,,13,2,2.6,18,1.08,5,1.89,2.1,66.66666666666666
Anderson Lima,br BRA,21,MF,Lazio,2021-2022,65.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,,0,3,3,0,0,1,0,77.4,342,68,1,0,1.38,0.0,2.0,0,2,0,1,4,47,1,100.0,27,1,0,2,0,,,,,,,,,4,0,0.7,16,1.75,1,1.38,0.1,0.0
Andreas Linde,se SWE,28,GK,Greuther Fürth,2021-2022,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,6,1,0,64.7,8748,6370,3,0,0.25,0.0,0.0,0,1,1,1,1,527,1,100.0,324,0,0,0,0,24.0,39.0,62.9,3.0,19.7,-3.3,10.0,13.8,12,12,12.0,90,0.67,-15,-1.25,0.0,
Victor Lindelöf,se SWE,27,DF,Manchester Utd,2021-2022,2355.0,0.0,2.0,0.2,0.8,0.2,0.6,2.0,3.0,2.0,0.0,0.0,14,72,3,4,75,6,0,87.7,22399,8069,13,4,0.5,0.15,16.0,11,25,8,96,41,1595,3,100.0,919,4,0,19,0,,,,,,,,,28,26,26.2,84,1.39,-9,-0.34,0.8,66.66666666666666
Jesper Lindstrøm,dk DEN,21,"MF,FW",Eint Frankfurt,2021-2022,1976.0,5.0,4.0,8.0,4.8,8.0,5.5,9.0,54.0,18.0,0.09,0.28,80,43,154,47,26,16,6,70.4,5975,1580,89,8,4.05,0.36,28.0,13,24,18,11,52,912,33,46.5,565,0,0,23,3,,,,,,,,,29,26,22.0,68,1.34,1,0.05,13.5,33.33333333333333
Karol Linetty,pl POL,26,"MF,FW",Torino,2021-2022,896.0,0.0,0.0,0.7,0.9,0.7,1.5,0.0,13.0,2.0,0.0,0.0,10,22,37,16,19,7,0,78.1,3045,760,33,2,3.32,0.2,14.0,8,3,11,2,17,386,5,55.6,192,2,0,30,0,,,,,,,,,16,11,10.0,56,1.25,1,0.1,2.2,15.384615384615385
Jesse Lingard,eng ENG,28,"FW,MF",Manchester Utd,2021-2022,367.0,2.0,0.0,0.6,0.2,0.6,0.3,2.0,8.0,6.0,0.25,0.33,9,13,22,8,11,2,0,83.7,1533,382,16,1,3.92,0.25,9.0,7,0,2,1,9,200,2,33.3,127,1,0,5,1,,,,,,,,,16,2,4.1,23,1.44,-4,-0.98,0.8999999999999999,75.0
Pol Lirola,es ESP,23,"DF,FW",Marseille,2021-2022,1770.0,1.0,2.0,1.4,3.7,1.4,2.8,3.0,13.0,2.0,0.08,0.5,74,82,205,26,56,32,15,80.4,13350,3366,56,4,2.85,0.2,28.0,16,13,35,22,41,1301,25,54.3,843,1,0,11,0,,,,,,,,,34,19,19.7,52,1.85,12,0.61,4.199999999999999,15.384615384615385
Valentino Livramento,eng ENG,18,DF,Southampton,2021-2022,2202.0,1.0,1.0,1.4,2.7,1.4,2.7,2.0,12.0,3.0,0.08,0.33,79,80,118,20,44,27,8,74.1,12649,4429,44,3,1.8,0.12,54.0,28,47,26,50,101,1486,30,54.5,742,2,0,12,3,,,,,,,,,28,25,24.5,79,1.14,-17,-0.69,4.1,25.0
Dejan Ljubicic,at AUT,23,"MF,FW",Köln,2021-2022,1969.0,3.0,1.0,1.8,3.8,1.8,2.7,4.0,29.0,7.0,0.1,0.43,60,97,136,28,42,35,12,69.0,8053,2634,76,7,3.48,0.32,33.0,19,15,33,11,48,935,32,55.2,541,4,0,29,3,,,,,,,,,30,22,21.9,66,1.5,10,0.46,4.5,24.137931034482758
Javier Llabrés,es ESP,18,"FW,MF",Mallorca,2021-2022,132.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,5.0,2.0,0.0,0.0,3,5,15,3,3,1,0,77.8,732,149,4,0,2.73,0.0,2.0,1,0,0,0,2,83,4,66.7,49,0,0,0,0,,,,,,,,,5,1,1.5,26,0.0,-2,-1.36,0.2,40.0
Diego Llorente,es ESP,27,DF,Leeds United,2021-2022,2340.0,3.0,0.0,1.0,0.2,1.0,0.1,3.0,10.0,3.0,0.3,1.0,20,97,1,2,68,3,0,81.2,21989,7473,9,0,0.35,0.0,53.0,31,40,20,77,93,1654,8,61.5,980,7,0,23,1,,,,,,,,,28,28,26.0,84,1.18,-17,-0.65,1.1,30.0
Marcos Llorente,es ESP,26,"MF,DF",Atlético Madrid,2021-2022,2447.0,0.0,2.0,0.7,3.1,0.7,2.6,2.0,16.0,2.0,0.0,0.0,63,81,181,26,54,29,10,79.5,14552,4204,57,5,2.1,0.18,51.0,23,27,34,44,78,1588,19,63.3,875,5,0,30,2,,,,,,,,,29,29,27.2,84,1.93,14,0.51,3.3,12.5
Hugo Lloris,fr FRA,34,GK,Tottenham,2021-2022,3420.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,,,0,0,0,2,15,1,0,80.1,18629,12234,6,3,0.16,0.08,1.0,1,1,1,24,2,1046,0,,544,2,0,0,0,40.0,98.0,72.3,16.0,37.6,-1.4,45.0,14.2,38,38,38.0,90,1.87,29,0.76,0.2,
Giovani Lo Celso,ar ARG,25,"MF,FW",Tottenham,2021-2022,238.0,0.0,0.0,0.6,0.3,0.6,0.7,0.0,9.0,0.0,0.0,,10,8,15,5,10,0,0,79.5,1757,346,10,0,3.78,0.0,8.0,4,1,4,0,9,210,9,60.0,121,0,0,2,1,,,,,,,,,9,2,2.6,26,1.78,-2,-0.76,1.2999999999999998,0.0
Giovani Lo Celso,ar ARG,25,"FW,MF",Villarreal,2021-2022,994.0,1.0,1.0,1.1,2.4,1.1,2.4,2.0,18.0,6.0,0.06,0.17,33,68,71,17,50,23,1,81.3,6794,1853,35,2,3.17,0.18,22.0,12,5,17,3,27,652,26,65.0,446,3,0,16,2,,,,,,,,,16,11,11.0,62,1.69,9,0.81,3.5,33.33333333333333
Julen Lobete,es ESP,20,"FW,MF",Real Sociedad,2021-2022,284.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,10.0,2.0,0.2,1.0,3,4,29,1,0,1,0,80.0,477,83,4,0,1.26,0.0,4.0,3,1,0,1,5,108,3,33.3,62,0,0,9,1,,,,,,,,,13,2,3.2,22,1.92,2,0.63,1.0,20.0
Stanislav Lobotka,sk SVK,26,MF,Napoli,2021-2022,1686.0,1.0,0.0,0.1,1.0,0.1,0.7,1.0,2.0,1.0,0.5,1.0,25,93,13,15,128,6,0,93.5,19317,4857,38,1,2.03,0.05,39.0,24,12,9,13,51,1541,13,81.3,1130,2,0,19,2,,,,,,,,,23,19,18.7,73,2.13,21,1.12,0.7999999999999999,50.0
Jürgen Locadia,cw CUW,27,"MF,FW",Brighton,2021-2022,23.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,1.0,0.0,0.0,,0,0,0,0,0,0,0,100.0,25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,,3,0,0,1,0,,,,,,,,,1,0,0.3,23,1.0,0,0.0,0.2,0.0
Jürgen Locadia,cw CUW,27,"FW,MF",Bochum,2021-2022,444.0,2.0,1.0,1.7,0.2,0.9,0.8,3.0,17.0,7.0,0.06,0.14,6,16,25,8,9,2,0,75.6,1493,322,18,3,3.64,0.61,4.0,2,1,4,2,5,184,0,0.0,118,0,0,10,2,,,,,,,,,11,4,4.9,40,1.09,2,0.41,1.7000000000000002,41.17647058823529
Manuel Locatelli,it ITA,23,MF,Juventus,2021-2022,2160.0,3.0,3.0,2.2,1.6,2.2,1.3,6.0,21.0,3.0,0.14,1.0,15,147,32,18,144,25,1,85.1,22351,8006,57,8,2.38,0.33,44.0,25,22,16,33,66,1676,19,67.9,920,6,0,42,0,,,,,,,,,31,23,24.0,70,1.74,15,0.62,3.5,14.285714285714285
Bradley Locko,fr FRA,19,"MF,DF",Reims,2021-2022,1011.0,1.0,1.0,0.2,0.4,0.2,0.3,2.0,7.0,2.0,0.14,0.5,30,39,40,7,22,6,1,76.4,5230,1951,20,7,1.78,0.62,28.0,19,14,9,15,42,580,15,68.2,332,4,0,15,0,,,,,,,,,24,11,11.2,42,1.29,-1,-0.09,0.5,28.57142857142857
Renan Lodi,br BRA,23,DF,Atlético Madrid,2021-2022,1181.0,2.0,2.0,0.7,2.1,0.7,1.8,4.0,10.0,4.0,0.2,0.5,39,32,88,11,16,9,3,77.6,7099,1760,20,3,1.53,0.23,31.0,18,13,17,19,44,778,17,54.8,420,4,0,21,1,,,,,,,,,29,13,13.1,41,1.86,4,0.3,2.5,40.0
Ruben Loftus-Cheek,eng ENG,25,"MF,DF",Chelsea,2021-2022,1394.0,0.0,2.0,1.2,2.4,1.2,2.4,2.0,19.0,6.0,0.0,0.0,69,108,53,18,77,20,0,89.3,13025,3046,56,6,3.62,0.39,29.0,10,11,7,17,40,1172,42,70.0,724,1,0,18,3,,,,,,,,,24,13,15.5,58,1.88,9,0.58,3.5999999999999996,31.57894736842105
Kevin Long,ie IRL,30,DF,Burnley,2021-2022,410.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,4.0,0.0,0.0,,1,4,0,0,2,0,0,77.5,1696,601,1,0,0.22,0.0,3.0,2,1,1,20,4,141,0,,52,1,0,4,0,,,,,,,,,6,4,4.6,68,0.67,-4,-0.88,0.2,0.0
Shane Long,ie IRL,34,FW,Southampton,2021-2022,308.0,1.0,0.0,0.9,0.1,0.9,0.1,1.0,9.0,5.0,0.11,0.2,5,3,24,2,4,1,0,59.7,411,97,5,0,1.46,0.0,9.0,5,0,2,2,9,129,1,25.0,61,1,0,9,3,,,,,,,,,13,3,3.4,24,1.23,1,0.29,1.0,55.55555555555556
Sean Longstaff,eng ENG,23,MF,Newcastle Utd,2021-2022,1464.0,1.0,1.0,0.7,0.8,0.7,0.8,2.0,15.0,2.0,0.07,0.5,2,43,15,7,44,4,0,79.6,8348,2303,26,3,1.6,0.18,54.0,34,9,10,18,63,775,6,54.5,372,1,0,14,0,,,,,,,,,24,15,16.3,61,1.29,-10,-0.61,1.5,13.333333333333334
Ademola Lookman,ng NGA,23,"FW,MF",Leicester City,2021-2022,1453.0,6.0,0.0,4.5,1.8,4.5,1.9,6.0,26.0,12.0,0.23,0.5,43,54,139,23,19,20,1,75.6,5124,1306,46,3,2.85,0.19,32.0,14,10,26,4,42,755,38,65.5,501,2,0,27,3,,,,,,,,,26,16,16.1,56,1.12,-3,-0.19,6.4,46.15384615384615
Anthony Lopes,pt POR,30,GK,Lyon,2021-2022,2982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,1,0,0,4,0,0,83.7,24234,17011,4,0,0.12,0.0,0.0,0,3,0,12,3,1209,0,,732,1,1,1,0,45.0,105.0,71.6,8.0,42.7,0.7,28.0,14.6,34,34,33.1,88,1.56,6,0.18,0.0,
David López,es ESP,31,"MF,DF",Espanyol,2021-2022,743.0,0.0,0.0,0.4,0.4,0.4,0.4,0.0,5.0,4.0,0.0,0.0,2,23,6,3,22,1,0,82.9,5762,2011,11,1,1.33,0.12,18.0,13,10,6,25,28,508,2,100.0,257,1,0,9,0,,,,,,,,,18,8,8.3,41,1.22,-3,-0.36,0.8,80.0
Diego López,es ESP,39,GK,Espanyol,2021-2022,3177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,1,12,0,0,73.9,23893,16025,2,0,0.06,0.0,0.0,0,1,0,21,1,1245,0,,583,4,0,0,0,49.0,110.0,70.7,9.0,50.3,3.3,43.0,13.7,36,36,35.3,88,1.17,-10,-0.28,0.0,
Javi López,es ESP,19,DF,Alavés,2021-2022,462.0,0.0,0.0,0.0,0.5,0.0,0.4,0.0,0.0,0.0,,,6,13,18,4,13,5,3,71.1,2862,1050,6,1,1.17,0.19,8.0,6,4,3,15,12,273,2,33.3,124,2,0,6,1,,,,,,,,,9,4,5.1,51,0.11,-9,-1.75,0.4,
Maxime Lopez,fr FRA,23,MF,Sassuolo,2021-2022,2938.0,2.0,1.0,1.5,2.0,1.5,2.4,3.0,16.0,6.0,0.13,0.33,77,236,41,49,254,15,4,90.7,36504,12683,107,10,3.28,0.31,69.0,36,42,23,38,111,2895,30,65.2,1878,14,0,37,1,,,,,,,,,35,33,32.6,84,1.34,-1,-0.03,3.9,37.5
Pau López,es ESP,26,GK,Marseille,2021-2022,2610.0,0.0,1.0,0.0,0.1,0.0,0.7,1.0,0.0,0.0,,,0,1,0,1,14,0,0,85.2,25402,15433,6,1,0.21,0.03,0.0,0,0,1,12,0,1384,0,,962,4,0,0,0,31.0,55.0,68.6,10.0,29.9,-1.1,46.0,17.8,29,29,29.0,90,1.76,14,0.48,0.7,
Unai López,es ESP,25,MF,Rayo Vallecano,2021-2022,1160.0,0.0,0.0,1.1,2.1,1.1,1.4,0.0,19.0,7.0,0.0,0.0,16,68,36,24,58,12,3,82.0,12902,3159,53,2,4.12,0.16,19.0,9,10,7,8,29,961,14,51.9,505,5,0,26,2,,,,,,,,,27,13,12.9,43,1.37,-10,-0.78,2.5,36.84210526315789
Dion Lopy,sn SEN,19,MF,Reims,2021-2022,1642.0,0.0,0.0,1.0,0.3,1.0,0.3,0.0,16.0,2.0,0.0,0.0,16,50,31,9,42,0,0,86.3,9450,1888,22,2,1.21,0.11,53.0,29,22,14,17,75,828,18,60.0,546,4,0,38,0,,,,,,,,,26,19,18.2,63,1.23,-7,-0.38,1.3,12.5
Samuel Loric,fr FRA,21,DF,Lorient,2021-2022,269.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,1.0,0.0,0.0,,7,6,20,0,1,2,2,68.9,1266,390,3,0,1.0,0.0,7.0,5,5,4,9,12,173,3,27.3,79,0,0,4,1,,,,,,,,,3,3,3.0,90,0.0,-5,-1.67,0.1,0.0
Anthony Losilla,fr FRA,35,MF,Bochum,2021-2022,2935.0,2.0,0.0,2.2,1.2,2.2,0.7,2.0,34.0,9.0,0.06,0.22,14,96,25,16,55,11,2,76.3,19031,5050,45,2,1.42,0.06,65.0,39,70,11,53,135,1590,19,67.9,642,5,0,47,2,,,,,,,,,33,33,32.6,89,1.24,-13,-0.4,2.9000000000000004,26.47058823529412
Jonas Lössl,dk DEN,32,GK,Brentford,2021-2022,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,1,0,0,2,0,0,68.9,1177,782,0,0,0.0,0.0,0.0,0,0,0,1,0,64,0,,37,0,0,0,0,5.0,2.0,28.6,0.0,3.2,-1.8,5.0,22.7,2,2,2.0,90,0.0,-3,-1.5,0.0,
Marcel Lotka,pl POL,20,GK,Hertha BSC,2021-2022,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,6,0,0,59.8,6643,5439,1,0,0.1,0.0,1.0,0,1,0,3,2,359,0,,193,1,0,0,0,20.0,29.0,65.3,2.0,13.8,-6.2,10.0,12.1,10,9,9.8,89,0.7,-11,-1.12,0.0,
Jordan Lotomba,ch SUI,22,DF,Nice,2021-2022,1782.0,0.0,0.0,0.8,1.6,0.8,1.2,0.0,9.0,2.0,0.0,0.0,50,79,101,14,55,15,11,80.9,11873,4589,37,4,1.87,0.2,33.0,17,12,32,28,45,1193,22,53.7,725,4,0,11,1,,,,,,,,,30,19,19.8,59,1.67,10,0.51,2.0,22.22222222222222
Johaneko Louisjean,fr FRA,17,DF,Bordeaux,2021-2022,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,2,0,1,0,0,83.3,87,28,0,0,0.0,0.0,0.0,0,0,0,0,0,9,0,,8,0,0,0,0,,,,,,,,,1,0,0.1,12,3.0,0,0.0,0.0,
Mamadou Loum,sn SEN,24,MF,Alavés,2021-2022,2312.0,2.0,0.0,2.9,0.5,2.9,0.6,2.0,33.0,8.0,0.06,0.25,13,72,14,9,60,3,1,72.6,11052,3266,22,0,0.86,0.0,49.0,22,37,16,68,86,1174,26,61.9,551,10,0,50,0,,,,,,,,,32,26,25.7,72,0.91,-16,-0.62,3.5,24.242424242424242
Imran Louza,ma MAR,22,MF,Watford,2021-2022,1416.0,0.0,0.0,1.2,1.1,1.2,1.1,0.0,17.0,4.0,0.0,0.0,17,67,24,15,63,8,1,73.3,9666,3088,34,2,2.16,0.13,41.0,21,42,9,20,83,911,14,58.3,385,6,0,24,1,,,,,,,,,20,17,15.7,71,0.5,-26,-1.65,2.3,23.52941176470588
Matteo Lovato,it ITA,21,DF,Atalanta,2021-2022,305.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,,2,10,4,2,14,1,0,85.1,2978,935,4,1,1.18,0.3,5.0,4,7,2,8,12,230,0,0.0,115,1,0,5,0,,,,,,,,,6,3,3.4,51,2.33,4,1.18,0.1,0.0
Matteo Lovato,it ITA,21,DF,Cagliari,2021-2022,1238.0,0.0,0.0,0.5,0.1,0.5,0.3,0.0,6.0,1.0,0.0,0.0,3,21,2,4,21,2,0,82.4,10110,4267,5,0,0.36,0.0,23.0,15,28,4,43,51,729,3,75.0,319,4,0,16,0,,,,,,,,,16,14,13.8,77,1.25,-6,-0.44,0.8,16.666666666666664
Eduard Löwen,de GER,24,MF,Bochum,2021-2022,1416.0,2.0,2.0,2.9,3.8,2.1,4.1,4.0,37.0,13.0,0.03,0.08,20,67,64,38,53,11,5,65.0,8014,3075,68,3,4.55,0.2,28.0,22,9,21,15,37,842,17,50.0,395,0,0,19,3,,,,,,,,,26,15,15.7,54,1.19,-6,-0.38,6.199999999999999,35.13513513513514
Matthew Lowton,eng ENG,32,DF,Burnley,2021-2022,1772.0,1.0,2.0,0.7,1.6,0.7,2.1,3.0,10.0,2.0,0.1,0.5,21,74,39,18,65,21,9,67.5,10846,5050,34,2,1.73,0.1,38.0,24,26,25,68,64,1090,10,47.6,419,3,1,13,2,,,,,,,,,25,20,19.7,71,1.0,-12,-0.61,2.8,20.0
Anthony Lozano,hn HON,28,"FW,MF",Cádiz,2021-2022,1672.0,7.0,2.0,5.1,1.1,5.0,0.9,9.0,49.0,20.0,0.14,0.35,43,25,84,10,15,6,3,62.1,2419,629,40,8,2.15,0.43,8.0,4,2,9,7,10,525,36,61.0,315,8,0,43,9,,,,,,,,,31,21,18.6,54,1.1,-4,-0.22,5.9,40.816326530612244
Hirving Lozano,mx MEX,26,FW,Napoli,2021-2022,1613.0,5.0,5.0,5.9,2.6,5.7,2.2,10.0,50.0,19.0,0.1,0.26,82,53,179,28,22,32,12,77.6,6134,1388,65,12,3.63,0.67,28.0,20,9,30,9,37,813,29,65.9,532,3,0,27,4,,,,,,,,,30,20,17.9,54,2.03,30,1.67,7.9,38.0
Jean Lucas,br BRA,23,MF,Monaco,2021-2022,1445.0,1.0,1.0,2.5,2.1,2.5,1.8,2.0,26.0,9.0,0.04,0.11,42,81,71,17,74,15,5,77.8,10614,2591,37,2,2.3,0.12,43.0,25,13,17,4,56,1017,28,65.1,649,3,1,27,0,,,,,,,,,28,18,16.1,52,1.75,6,0.37,4.3,34.61538461538461
Anderson Lucoqui,ao ANG,24,DF,Mainz 05,2021-2022,743.0,1.0,0.0,0.7,0.3,0.7,0.3,1.0,8.0,4.0,0.13,0.25,9,15,25,6,11,3,2,59.8,2438,1085,14,0,1.7,0.0,22.0,10,11,6,10,33,341,3,33.3,138,2,0,17,1,,,,,,,,,13,9,8.3,57,1.31,-5,-0.61,1.0,50.0
Florentino Luís,pt POR,21,MF,Getafe,2021-2022,992.0,0.0,1.0,0.1,0.5,0.1,0.3,1.0,3.0,1.0,0.0,0.0,3,33,11,9,39,3,0,78.2,5713,1597,17,1,1.54,0.09,42.0,25,21,12,11,63,565,7,63.6,270,2,0,18,0,,,,,,,,,22,9,11.0,45,1.23,-8,-0.73,0.4,33.33333333333333
José Luis Gayà,es ESP,26,DF,Valencia,2021-2022,1871.0,2.0,4.0,1.2,2.5,1.2,2.6,6.0,18.0,9.0,0.11,0.22,36,67,92,23,38,31,18,72.0,11938,4642,44,7,2.12,0.34,35.0,21,19,22,37,54,1083,16,55.2,526,8,2,34,1,,,,,,,,,24,22,20.8,78,1.33,-1,-0.05,3.8,50.0
José Luis Morales,es ESP,34,"FW,MF",Levante,2021-2022,2719.0,13.0,7.0,14.3,3.8,10.4,5.2,20.0,76.0,31.0,0.13,0.32,100,97,241,36,47,36,10,64.2,8019,2631,104,13,3.44,0.43,27.0,17,4,33,7,31,1167,64,41.0,713,7,0,28,6,,,,,,,,,35,31,30.2,78,0.97,-13,-0.43,15.600000000000001,40.78947368421053
José Luis Palomino,ar ARG,31,DF,Atalanta,2021-2022,2672.0,1.0,0.0,2.1,0.6,2.1,0.4,1.0,14.0,3.0,0.07,0.33,15,113,8,5,89,7,2,81.1,26093,9737,20,2,0.67,0.07,78.0,40,100,15,80,178,2013,6,75.0,1029,9,0,39,0,,,,,,,,,34,30,29.7,79,1.59,14,0.47,2.5,21.428571428571427
Luismi,es ESP,20,"FW,MF",Sevilla,2021-2022,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,1,0,0,0,1,0,42.9,42,33,0,0,0.0,0.0,0.0,0,0,1,0,0,7,1,100.0,2,0,0,0,0,,,,,,,,,2,0,0.1,7,1.0,0,0.0,0.0,
Douglas Luiz,br BRA,23,MF,Aston Villa,2021-2022,2715.0,2.0,3.0,2.0,2.2,2.0,2.5,5.0,23.0,8.0,0.09,0.25,28,105,44,37,107,19,2,83.2,21991,7065,89,9,2.95,0.3,59.0,39,34,10,28,93,1823,24,55.8,1006,7,0,37,5,,,,,,,,,34,31,30.2,80,1.24,5,0.17,4.5,34.78260869565217
Romelu Lukaku,be BEL,28,FW,Chelsea,2021-2022,1589.0,8.0,0.0,6.6,1.7,5.8,3.0,8.0,42.0,14.0,0.17,0.5,29,19,125,24,10,9,0,70.6,2627,415,50,5,2.83,0.28,2.0,1,0,14,20,2,483,13,52.0,237,1,0,8,6,,,,,,,,,26,16,17.7,61,1.88,19,1.08,8.8,33.33333333333333
Castello Lukeba,fr FRA,18,DF,Lyon,2021-2022,2095.0,2.0,0.0,1.7,0.2,1.7,0.2,2.0,6.0,3.0,0.33,0.67,12,80,0,4,66,2,0,90.0,27726,10237,14,0,0.6,0.0,34.0,19,38,17,64,72,1883,13,92.9,1383,1,0,18,0,,,,,,,,,24,24,23.3,87,1.67,13,0.56,1.9,50.0
Dodi Lukebakio,be BEL,23,FW,Hertha BSC,2021-2022,176.0,1.0,0.0,1.2,0.0,0.4,0.0,1.0,3.0,1.0,0.0,0.0,5,2,7,0,0,0,0,64.9,385,64,3,1,1.53,0.51,2.0,1,2,3,0,4,64,3,42.9,45,0,0,4,2,,,,,,,,,3,2,2.0,59,0.0,-4,-2.05,0.4,33.33333333333333
Dodi Lukebakio,be BEL,23,"FW,MF",Wolfsburg,2021-2022,882.0,1.0,2.0,2.6,2.1,2.6,2.4,3.0,17.0,7.0,0.06,0.14,38,23,80,11,14,10,4,75.4,3432,630,34,7,3.47,0.72,7.0,4,13,5,4,20,423,27,61.4,285,2,0,15,3,,,,,,,,,19,7,9.8,46,0.95,-9,-0.92,5.0,41.17647058823529
Saša Lukić,rs SRB,24,MF,Torino,2021-2022,2982.0,5.0,4.0,4.7,3.4,2.3,4.0,9.0,29.0,7.0,0.07,0.29,68,148,57,32,146,18,3,86.8,26251,6157,80,10,2.41,0.3,51.0,34,24,29,41,75,2039,28,73.7,1222,10,0,85,3,,,,,,,,,35,34,33.1,85,1.4,6,0.18,6.3,24.137931034482758
Levi Lumeka,eng ENG,22,"DF,FW",Troyes,2021-2022,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,1,4,0,1,1,1,62.5,125,19,1,0,1.32,0.0,0.0,0,0,1,2,0,25,2,66.7,16,0,0,2,1,,,,,,,,,5,0,0.7,13,0.4,-1,-1.34,0.0,
Andriy Lunin,ua UKR,22,GK,Real Madrid,2021-2022,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,87.5,1696,1086,0,0,0.0,0.0,0.0,0,0,0,2,0,88,0,,44,0,0,1,0,2.0,6.0,88.9,0.0,3.6,1.6,0.0,9.9,2,2,2.0,90,0.5,-1,-0.5,0.0,
Andrey Lunyov,ru RUS,29,GK,Leverkusen,2021-2022,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,87.8,1028,707,0,0,0.0,0.0,0.0,0,0,0,0,0,49,0,,37,0,0,0,0,1.0,1.0,50.0,0.0,0.4,-0.6,0.0,13.0,1,1,1.0,90,3.0,1,1.0,0.0,
